job_id,title,company,company_type,location,work_mode,date_posted,salary_listed,salary_k,description,skills_raw,skill_count
JOB00801,Data Engineer,Cisco,tech,"Redwood City, CA",Hybrid,2026-02-15,,115,"Join Cisco's data team as a Data Engineer. You will use Tableau, Power BI, and Excel to extract insights from complex datasets. This role requires strong Machine Learning skills and familiarity with Azure. Bonus: experience with Python and Data Visualization.",Tableau|Power BI|Excel|Machine Learning|Azure|R|Agile / Scrum|Business Analysis|Data Visualization,9
JOB01241,Data Analyst,Wells Fargo,finance,"Oakland, CA",On-site,2026-02-15,$92K,92,"Join Wells Fargo's data team as a Data Analyst. You will use Python, SQL, and Tableau to extract insights from complex datasets. This role requires strong Machine Learning skills and familiarity with RAG / Vector DBs. Bonus: experience with Tableau and Python.",Python|SQL|Tableau|Machine Learning|RAG / Vector DBs|AWS|Agile / Scrum|Business Analysis|Data Visualization|Communication,10
JOB02403,Data Scientist,Oracle,tech,"Oakland, CA",Hybrid,2026-02-15,$116K,116,"We are seeking a Data Scientist to join our Digital Transformation team in Oakland, CA. The ideal candidate will leverage SQL and Tableau to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Excel is a strong plus. Knowledge of AWS and modern Excel tools preferred. Familiarity with AI Governance and ability to communicate complex data clearly is essential.",SQL|Tableau|Power BI|Excel|AWS|Google Cloud|Agile / Scrum|Data Visualization|ETL / Data Pipeline|Communication,10
JOB02324,IT Consultant,Apple,tech,"Oakland, CA",Remote,2026-02-15,,109,"We are seeking a IT Consultant to join our Strategy team in Oakland, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Excel pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with AWS is a strong plus. Knowledge of Azure and modern Data Visualization tools preferred. Familiarity with SQL and ability to communicate complex data clearly is essential.",Python|SQL|Excel|AWS|Azure|dbt|Agile / Scrum|Business Analysis|Statistics,9
JOB02525,Business Analyst,Palo Alto Networks,tech,"San Jose, CA",On-site,2026-02-15,$92K,92,"We are seeking a Business Analyst to join our Analytics team in San Jose, CA. The ideal candidate will leverage Tableau and Power BI to deliver actionable insights. Responsibilities include designing R pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Salesforce CRM is a strong plus. Knowledge of Data Visualization and modern dbt tools preferred. Familiarity with SQL and ability to communicate complex data clearly is essential.",Tableau|Power BI|R|Salesforce CRM|Data Visualization|Statistics,6
JOB03541,Data Scientist,ServiceNow,tech,"Fremont, CA",Remote,2026-02-15,$121K,121,"Join ServiceNow's data team as a Data Scientist. You will use Python, SQL, and Tableau to extract insights from complex datasets. This role requires strong Machine Learning skills and familiarity with Google Cloud. Bonus: experience with Azure and Data Visualization.",Python|SQL|Tableau|Machine Learning|Google Cloud|Snowflake|Agile / Scrum|Business Analysis|ETL / Data Pipeline|Communication,10
JOB00603,Business Analyst,Apple,tech,"San Jose, CA",On-site,2026-02-15,,92,"We are seeking a Business Analyst to join our Digital Transformation team in San Jose, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with AWS is a strong plus. Knowledge of Business Analysis and modern Statistics tools preferred. Familiarity with Python and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|AWS|Business Analysis|Data Visualization|Communication,7
JOB02355,Data Scientist,KPMG,consulting,Remote (Bay Area),Remote,2026-02-15,$118K,118,"Join KPMG's data team as a Data Scientist. You will use Python, SQL, and Power BI to extract insights from complex datasets. This role requires strong AWS skills and familiarity with Spark / PySpark. Bonus: experience with Agile / Scrum and AWS.",Python|SQL|Power BI|AWS|Spark / PySpark|ETL / Data Pipeline,6
JOB03731,Business Analyst,KPMG,consulting,"Mountain View, CA",Hybrid,2026-02-15,$83K,83,"As a Business Analyst at KPMG, you will analyze large datasets using Python and SQL. You'll build dashboards in Tableau and work closely with cross-functional teams. Must be comfortable with Excel, Machine Learning, and have experience in Excel. A background in Statistics or similar analytical tools is beneficial.",Python|SQL|Tableau|Excel|Machine Learning|LLM / GenAI|dbt|Agile / Scrum|Business Analysis|Data Visualization|Communication,11
JOB02533,Data Analyst,Cisco,tech,Remote (Bay Area),Hybrid,2026-02-15,$93K,93,"As a Data Analyst at Cisco, you will analyze large datasets using Python and Tableau. You'll build dashboards in LLM / GenAI and work closely with cross-functional teams. Must be comfortable with AWS, Azure, and have experience in Power BI. A background in RAG / Vector DBs or similar analytical tools is beneficial.",Python|Tableau|LLM / GenAI|AWS|Azure,5
JOB00847,Data Scientist,Oracle,tech,"Mountain View, CA",Hybrid,2026-02-15,$106K,106,"As a Data Scientist at Oracle, you will analyze large datasets using Python and SQL. You'll build dashboards in AI Governance and work closely with cross-functional teams. Must be comfortable with AWS, Azure, and have experience in Snowflake. A background in Python or similar analytical tools is beneficial.",Python|SQL|AI Governance|AWS|Azure|Spark / PySpark|R|Data Visualization|ETL / Data Pipeline|Communication,10
JOB02372,Data Scientist,PwC,consulting,Remote (Bay Area),Remote,2026-02-15,,92,"Join PwC's data team as a Data Scientist. You will use SQL, Tableau, and Machine Learning to extract insights from complex datasets. This role requires strong Snowflake skills and familiarity with Agile / Scrum. Bonus: experience with Communication and R.",SQL|Tableau|Machine Learning|Snowflake|Agile / Scrum|Data Visualization|ETL / Data Pipeline,7
JOB01274,IT Consultant,Meta,tech,"Santa Clara, CA",Hybrid,2026-02-15,,97,"We are seeking a IT Consultant to join our Strategy team in Santa Clara, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Google Cloud is a strong plus. Knowledge of Salesforce CRM and modern Salesforce CRM tools preferred. Familiarity with LLM / GenAI and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|Google Cloud|Salesforce CRM|ETL / Data Pipeline|Communication,7
JOB01407,Business Intelligence Analyst,ServiceNow,tech,"San Jose, CA",Hybrid,2026-02-15,,103,"We are seeking a Business Intelligence Analyst to join our Analytics team in San Jose, CA. The ideal candidate will leverage Python and Tableau to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Excel is a strong plus. Knowledge of Machine Learning and modern Communication tools preferred. Familiarity with Data Visualization and ability to communicate complex data clearly is essential.",Python|Tableau|Power BI|Excel|Machine Learning|Snowflake|Salesforce CRM|Business Analysis|Data Visualization|Communication,10
JOB00930,Data Analyst,Workday,tech,"Fremont, CA",On-site,2026-02-15,,98,"We are seeking a Data Analyst to join our Technology team in Fremont, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Machine Learning is a strong plus. Knowledge of Snowflake and modern R tools preferred. Familiarity with Excel and ability to communicate complex data clearly is essential.",Python|SQL|Power BI|Machine Learning|Snowflake|R|Data Visualization|Statistics|Communication,9
JOB01348,Data Scientist,Oracle,tech,Remote (Bay Area),Hybrid,2026-02-15,,124,"As a Data Scientist at Oracle, you will analyze large datasets using Python and SQL. You'll build dashboards in Tableau and work closely with cross-functional teams. Must be comfortable with AWS, Azure, and have experience in Communication. A background in AI Governance or similar analytical tools is beneficial.",Python|SQL|Tableau|AWS|Azure|Snowflake|dbt|Spark / PySpark|R|Business Analysis|Statistics|Communication,12
JOB00140,Data Analyst,Google,tech,Remote (Bay Area),Hybrid,2026-02-15,$104K,104,"We are seeking a Data Analyst to join our Operations team in Remote (Bay Area). The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Excel is a strong plus. Knowledge of AWS and modern AI Governance tools preferred. Familiarity with Google Cloud and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|Excel|AWS|dbt|R|Agile / Scrum|Salesforce CRM|Business Analysis|Communication,11
JOB03414,Data Scientist,Meta,tech,Remote (Bay Area),Remote,2026-02-15,$121K,121,"We are seeking a Data Scientist to join our Analytics team in Remote (Bay Area). The ideal candidate will leverage SQL and Tableau to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Machine Learning is a strong plus. Knowledge of AWS and modern ETL / Data Pipeline tools preferred. Familiarity with Tableau and ability to communicate complex data clearly is essential.",SQL|Tableau|Power BI|Machine Learning|AWS|Agile / Scrum|Business Analysis|Statistics,8
JOB03208,Machine Learning Engineer,Splunk,tech,"San Francisco, CA",On-site,2026-02-15,,122,"We are seeking a Machine Learning Engineer to join our Strategy team in San Francisco, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with AWS is a strong plus. Knowledge of Azure and modern SQL tools preferred. Familiarity with LLM / GenAI and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|AWS|Azure|Google Cloud|Snowflake|Salesforce CRM|Business Analysis|Data Visualization|Communication,11
JOB00026,Data Analyst,Salesforce,tech,"Sunnyvale, CA",Hybrid,2026-02-15,$89K,89,"We are seeking a Data Analyst to join our Strategy team in Sunnyvale, CA. The ideal candidate will leverage SQL and Google Cloud to deliver actionable insights. Responsibilities include designing Snowflake pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Business Analysis is a strong plus. Knowledge of SQL and modern AI Governance tools preferred. Familiarity with Azure and ability to communicate complex data clearly is essential.",SQL|Google Cloud|Snowflake|Business Analysis,4
JOB03496,IT Consultant,Cisco,tech,"Redwood City, CA",On-site,2026-02-16,$83K,83,"Join Cisco's data team as a IT Consultant. You will use SQL, Tableau, and Excel to extract insights from complex datasets. This role requires strong Machine Learning skills and familiarity with AI Governance. Bonus: experience with Business Analysis and Azure.",SQL|Tableau|Excel|Machine Learning|AI Governance|Snowflake|dbt|Data Visualization,8
JOB01107,Data Analyst,PwC,consulting,"Redwood City, CA",Hybrid,2026-02-16,$77K,77,"We are seeking a Data Analyst to join our Digital Transformation team in Redwood City, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Excel is a strong plus. Knowledge of Agile / Scrum and modern Prompt Engineering tools preferred. Familiarity with Power BI and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|Excel|Agile / Scrum|Business Analysis|Communication,7
JOB02862,AI/ML Analyst,Google,tech,"San Jose, CA",Hybrid,2026-02-16,,115,"Join Google's data team as a AI/ML Analyst. You will use Python, SQL, and Tableau to extract insights from complex datasets. This role requires strong LLM / GenAI skills and familiarity with AWS. Bonus: experience with Business Analysis and Communication.",Python|SQL|Tableau|LLM / GenAI|AWS|Snowflake|Business Analysis|Data Visualization|ETL / Data Pipeline,9
JOB01109,Data Scientist,KPMG,consulting,"Santa Clara, CA",On-site,2026-02-16,,112,"As a Data Scientist at KPMG, you will analyze large datasets using Python and SQL. You'll build dashboards in Tableau and work closely with cross-functional teams. Must be comfortable with Excel, Snowflake, and have experience in AWS. A background in Machine Learning or similar analytical tools is beneficial.",Python|SQL|Tableau|Excel|Snowflake|Agile / Scrum|Salesforce CRM|Data Visualization|ETL / Data Pipeline|Communication,10
JOB02928,IT Consultant,ServiceNow,tech,"Redwood City, CA",On-site,2026-02-16,$114K,114,"Join ServiceNow's data team as a IT Consultant. You will use SQL, Tableau, and Power BI to extract insights from complex datasets. This role requires strong Excel skills and familiarity with AWS. Bonus: experience with LLM / GenAI and ETL / Data Pipeline.",SQL|Tableau|Power BI|Excel|AWS|Snowflake|Spark / PySpark|Data Visualization|Communication,9
JOB00770,Business Analyst,ServiceNow,tech,Remote (Bay Area),Hybrid,2026-02-16,,98,"As a Business Analyst at ServiceNow, you will analyze large datasets using Python and SQL. You'll build dashboards in Azure and work closely with cross-functional teams. Must be comfortable with Spark / PySpark, Agile / Scrum, and have experience in Excel. A background in R or similar analytical tools is beneficial.",Python|SQL|Azure|Spark / PySpark|Agile / Scrum|Salesforce CRM|Business Analysis|Communication,8
JOB02523,Business Intelligence Analyst,Oracle,tech,"Sunnyvale, CA",On-site,2026-02-16,$102K,102,"As a Business Intelligence Analyst at Oracle, you will analyze large datasets using Python and SQL. You'll build dashboards in Tableau and work closely with cross-functional teams. Must be comfortable with Excel, AWS, and have experience in Prompt Engineering. A background in Python or similar analytical tools is beneficial.",Python|SQL|Tableau|Excel|AWS|Spark / PySpark|Agile / Scrum|ETL / Data Pipeline|Communication,9
JOB00828,Data Scientist,KPMG,consulting,"San Francisco, CA",Hybrid,2026-02-16,,125,"Join KPMG's data team as a Data Scientist. You will use SQL, Tableau, and Power BI to extract insights from complex datasets. This role requires strong Machine Learning skills and familiarity with AWS. Bonus: experience with Google Cloud and Prompt Engineering.",SQL|Tableau|Power BI|Machine Learning|AWS|Snowflake|Data Visualization,7
JOB01876,Business Intelligence Analyst,Salesforce,tech,"Oakland, CA",On-site,2026-02-16,$76K,76,"We are seeking a Business Intelligence Analyst to join our Technology team in Oakland, CA. The ideal candidate will leverage SQL and Excel to deliver actionable insights. Responsibilities include designing Machine Learning pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with dbt is a strong plus. Knowledge of Business Analysis and modern ETL / Data Pipeline tools preferred. Familiarity with AWS and ability to communicate complex data clearly is essential.",SQL|Excel|Machine Learning|dbt|Business Analysis|Communication,6
JOB03126,Data Scientist,Meta,tech,"Fremont, CA",On-site,2026-02-16,$116K,116,"Join Meta's data team as a Data Scientist. You will use Python, SQL, and Machine Learning to extract insights from complex datasets. This role requires strong LLM / GenAI skills and familiarity with AWS. Bonus: experience with Agile / Scrum and ETL / Data Pipeline.",Python|SQL|Machine Learning|LLM / GenAI|AWS|Google Cloud|Snowflake|Spark / PySpark|R|Business Analysis|Communication,11
JOB01146,Business Intelligence Analyst,PwC,consulting,"Mountain View, CA",Hybrid,2026-02-16,$94K,94,"Join PwC's data team as a Business Intelligence Analyst. You will use Python, Power BI, and Excel to extract insights from complex datasets. This role requires strong Machine Learning skills and familiarity with Azure. Bonus: experience with Azure and Statistics.",Python|Power BI|Excel|Machine Learning|Azure|Salesforce CRM|ETL / Data Pipeline|Communication,8
JOB01851,AI/ML Analyst,Salesforce,tech,"Oakland, CA",Remote,2026-02-16,,100,"Join Salesforce's data team as a AI/ML Analyst. You will use Python, SQL, and Machine Learning to extract insights from complex datasets. This role requires strong Google Cloud skills and familiarity with Spark / PySpark. Bonus: experience with Python and Machine Learning.",Python|SQL|Machine Learning|Google Cloud|Spark / PySpark|Agile / Scrum|Communication,7
JOB01949,Data Scientist,PwC,consulting,"San Francisco, CA",Hybrid,2026-02-16,$87K,87,"As a Data Scientist at PwC, you will analyze large datasets using Python and Machine Learning. You'll build dashboards in Google Cloud and work closely with cross-functional teams. Must be comfortable with Data Visualization, Communication, and have experience in Azure. A background in Python or similar analytical tools is beneficial.",Python|Machine Learning|Google Cloud|Data Visualization|Communication,5
JOB02841,Data Analyst,Accenture,consulting,"San Francisco, CA",Hybrid,2026-02-16,$67K,67,"As a Data Analyst at Accenture, you will analyze large datasets using Python and Tableau. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with dbt, Statistics, and have experience in Data Visualization. A background in LLM / GenAI or similar analytical tools is beneficial.",Python|Tableau|Excel|dbt|Statistics,5
JOB02843,Business Analyst,Accenture,consulting,"San Jose, CA",Hybrid,2026-02-16,,79,"We are seeking a Business Analyst to join our Strategy team in San Jose, CA. The ideal candidate will leverage Python and Power BI to deliver actionable insights. Responsibilities include designing Excel pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Prompt Engineering is a strong plus. Knowledge of Google Cloud and modern Excel tools preferred. Familiarity with Snowflake and ability to communicate complex data clearly is essential.",Python|Power BI|Excel|Prompt Engineering|Google Cloud|Spark / PySpark|Data Visualization,7
JOB03183,IT Consultant,ServiceNow,tech,"San Jose, CA",Hybrid,2026-02-16,,101,"We are seeking a IT Consultant to join our Digital Transformation team in San Jose, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Excel is a strong plus. Knowledge of AI Governance and modern R tools preferred. Familiarity with Azure and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|Excel|AI Governance|Spark / PySpark|R|Business Analysis|Data Visualization,9
JOB03045,Business Intelligence Analyst,Splunk,tech,"Fremont, CA",Remote,2026-02-16,,93,"As a Business Intelligence Analyst at Splunk, you will analyze large datasets using Python and Tableau. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with LLM / GenAI, Google Cloud, and have experience in Tableau. A background in RAG / Vector DBs or similar analytical tools is beneficial.",Python|Tableau|Excel|LLM / GenAI|Google Cloud|dbt|Spark / PySpark|Agile / Scrum|Business Analysis|Data Visualization|ETL / Data Pipeline|Communication,12
JOB01576,Data Analyst,Palo Alto Networks,tech,Remote (Bay Area),Hybrid,2026-02-16,$108K,108,"We are seeking a Data Analyst to join our Strategy team in Remote (Bay Area). The ideal candidate will leverage Python and dbt to deliver actionable insights. Responsibilities include designing Statistics pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Python is a strong plus. Knowledge of ETL / Data Pipeline and modern R tools preferred. Familiarity with dbt and ability to communicate complex data clearly is essential.",Python|dbt|Statistics,3
JOB03766,Business Analyst,Palo Alto Networks,tech,"San Jose, CA",Hybrid,2026-02-16,$101K,101,"As a Business Analyst at Palo Alto Networks, you will analyze large datasets using Python and SQL. You'll build dashboards in Power BI and work closely with cross-functional teams. Must be comfortable with Snowflake, Spark / PySpark, and have experience in ETL / Data Pipeline. A background in dbt or similar analytical tools is beneficial.",Python|SQL|Power BI|Snowflake|Spark / PySpark|Agile / Scrum|Business Analysis|Statistics|Communication,9
JOB00792,IT Consultant,Cisco,tech,"Sunnyvale, CA",Hybrid,2026-02-17,,96,"Join Cisco's data team as a IT Consultant. You will use Python, SQL, and Excel to extract insights from complex datasets. This role requires strong Machine Learning skills and familiarity with LLM / GenAI. Bonus: experience with Data Visualization and Excel.",Python|SQL|Excel|Machine Learning|LLM / GenAI|AWS|Google Cloud|Snowflake|dbt|Agile / Scrum,10
JOB00040,Data Analyst,Meta,tech,"Fremont, CA",Hybrid,2026-02-17,$105K,105,"Join Meta's data team as a Data Analyst. You will use Python, SQL, and LLM / GenAI to extract insights from complex datasets. This role requires strong AI Governance skills and familiarity with AWS. Bonus: experience with Business Analysis and Google Cloud.",Python|SQL|LLM / GenAI|AI Governance|AWS|R|Agile / Scrum,7
JOB03602,Data Engineer,Accenture,consulting,"Mountain View, CA",On-site,2026-02-17,$116K,116,"As a Data Engineer at Accenture, you will analyze large datasets using Python and Excel. You'll build dashboards in AWS and work closely with cross-functional teams. Must be comfortable with dbt, Agile / Scrum, and have experience in Prompt Engineering. A background in Spark / PySpark or similar analytical tools is beneficial.",Python|Excel|AWS|dbt|Agile / Scrum|Salesforce CRM|Business Analysis|Communication,8
JOB01378,Data Analyst,Apple,tech,"Mountain View, CA",Remote,2026-02-17,$90K,90,"Join Apple's data team as a Data Analyst. You will use Python, SQL, and Tableau to extract insights from complex datasets. This role requires strong Power BI skills and familiarity with Excel. Bonus: experience with Statistics and dbt.",Python|SQL|Tableau|Power BI|Excel|Machine Learning|Azure|Agile / Scrum|Statistics,9
JOB02997,IT Consultant,Oracle,tech,"San Francisco, CA",Remote,2026-02-17,,110,"Join Oracle's data team as a IT Consultant. You will use Python, SQL, and Tableau to extract insights from complex datasets. This role requires strong Excel skills and familiarity with LLM / GenAI. Bonus: experience with Tableau and AI Governance.",Python|SQL|Tableau|Excel|LLM / GenAI|Google Cloud|Agile / Scrum|Salesforce CRM|ETL / Data Pipeline|Statistics,10
JOB01047,Business Analyst,Google,tech,"Redwood City, CA",Hybrid,2026-02-17,,85,"Join Google's data team as a Business Analyst. You will use Python, SQL, and Tableau to extract insights from complex datasets. This role requires strong Power BI skills and familiarity with Excel. Bonus: experience with LLM / GenAI and Communication.",Python|SQL|Tableau|Power BI|Excel|AWS|Snowflake|Salesforce CRM|Data Visualization|ETL / Data Pipeline|Communication,11
JOB00032,Data Engineer,Cisco,tech,"Sunnyvale, CA",Hybrid,2026-02-17,$113K,113,"As a Data Engineer at Cisco, you will analyze large datasets using SQL and Tableau. You'll build dashboards in Power BI and work closely with cross-functional teams. Must be comfortable with Excel, LLM / GenAI, and have experience in Tableau. A background in AWS or similar analytical tools is beneficial.",SQL|Tableau|Power BI|Excel|LLM / GenAI|Prompt Engineering|Google Cloud|Agile / Scrum|Business Analysis|Communication,10
JOB01534,Business Analyst,Meta,tech,"Oakland, CA",On-site,2026-02-17,$94K,94,"As a Business Analyst at Meta, you will analyze large datasets using Python and SQL. You'll build dashboards in Tableau and work closely with cross-functional teams. Must be comfortable with Excel, AWS, and have experience in AI Governance. A background in Statistics or similar analytical tools is beneficial.",Python|SQL|Tableau|Excel|AWS|dbt|R|Business Analysis|Statistics,9
JOB01568,Data Scientist,KPMG,consulting,"Redwood City, CA",On-site,2026-02-17,$95K,95,"As a Data Scientist at KPMG, you will analyze large datasets using SQL and Power BI. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with Machine Learning, Prompt Engineering, and have experience in Azure. A background in Communication or similar analytical tools is beneficial.",SQL|Power BI|Excel|Machine Learning|Prompt Engineering|AWS|Snowflake|Spark / PySpark|R|ETL / Data Pipeline|Communication,11
JOB03010,Machine Learning Engineer,Salesforce,tech,"Santa Clara, CA",Hybrid,2026-02-17,$125K,125,"We are seeking a Machine Learning Engineer to join our Digital Transformation team in Santa Clara, CA. The ideal candidate will leverage Python and Tableau to deliver actionable insights. Responsibilities include designing Prompt Engineering pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with RAG / Vector DBs is a strong plus. Knowledge of AWS and modern Python tools preferred. Familiarity with R and ability to communicate complex data clearly is essential.",Python|Tableau|Prompt Engineering|RAG / Vector DBs|AWS|Snowflake|Spark / PySpark|Agile / Scrum|Salesforce CRM|Data Visualization|Statistics|Communication,12
JOB03108,IT Consultant,ServiceNow,tech,"San Jose, CA",Hybrid,2026-02-17,$106K,106,"We are seeking a IT Consultant to join our Digital Transformation team in San Jose, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Excel is a strong plus. Knowledge of AWS and modern R tools preferred. Familiarity with Snowflake and ability to communicate complex data clearly is essential.",Python|SQL|Power BI|Excel|AWS|Azure|Snowflake|R|Agile / Scrum|Business Analysis|Data Visualization|ETL / Data Pipeline|Statistics|Communication,14
JOB02377,Data Analyst,Workday,tech,"Redwood City, CA",On-site,2026-02-17,$81K,81,"Join Workday's data team as a Data Analyst. You will use Python, SQL, and Excel to extract insights from complex datasets. This role requires strong AWS skills and familiarity with Communication. Bonus: experience with Excel and RAG / Vector DBs.",Python|SQL|Excel|AWS|Communication,5
JOB01016,Data Analyst,Accenture,consulting,"Sunnyvale, CA",Remote,2026-02-17,$83K,83,"Join Accenture's data team as a Data Analyst. You will use SQL, Tableau, and Excel to extract insights from complex datasets. This role requires strong Prompt Engineering skills and familiarity with AWS. Bonus: experience with ETL / Data Pipeline and Tableau.",SQL|Tableau|Excel|Prompt Engineering|AWS|Google Cloud|Snowflake|R|Salesforce CRM|Business Analysis|Data Visualization|ETL / Data Pipeline|Statistics,13
JOB01335,Business Analyst,ServiceNow,tech,"Santa Clara, CA",Remote,2026-02-17,$93K,93,"As a Business Analyst at ServiceNow, you will analyze large datasets using Python and SQL. You'll build dashboards in Machine Learning and work closely with cross-functional teams. Must be comfortable with AWS, Google Cloud, and have experience in Snowflake. A background in Tableau or similar analytical tools is beneficial.",Python|SQL|Machine Learning|AWS|Google Cloud|Snowflake|Data Visualization|Statistics,8
JOB02469,Data Scientist,Wells Fargo,finance,"Mountain View, CA",On-site,2026-02-17,,109,"We are seeking a Data Scientist to join our Analytics team in Mountain View, CA. The ideal candidate will leverage Python and Excel to deliver actionable insights. Responsibilities include designing AWS pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Spark / PySpark is a strong plus. Knowledge of Agile / Scrum and modern AI Governance tools preferred. Familiarity with LLM / GenAI and ability to communicate complex data clearly is essential.",Python|Excel|AWS|Spark / PySpark|Agile / Scrum|Data Visualization,6
JOB02589,Business Intelligence Analyst,Palo Alto Networks,tech,"Santa Clara, CA",On-site,2026-02-17,$103K,103,"As a Business Intelligence Analyst at Palo Alto Networks, you will analyze large datasets using Python and Tableau. You'll build dashboards in Machine Learning and work closely with cross-functional teams. Must be comfortable with LLM / GenAI, AWS, and have experience in dbt. A background in Snowflake or similar analytical tools is beneficial.",Python|Tableau|Machine Learning|LLM / GenAI|AWS|Spark / PySpark|Business Analysis,7
JOB03173,Machine Learning Engineer,Splunk,tech,"Mountain View, CA",Hybrid,2026-02-17,,137,"Join Splunk's data team as a Machine Learning Engineer. You will use SQL, Tableau, and Power BI to extract insights from complex datasets. This role requires strong Excel skills and familiarity with Machine Learning. Bonus: experience with Statistics and R.",SQL|Tableau|Power BI|Excel|Machine Learning|Snowflake|Spark / PySpark|Agile / Scrum|Salesforce CRM|Statistics,10
JOB03490,Data Engineer,Deloitte,consulting,"Mountain View, CA",Remote,2026-02-17,,111,"As a Data Engineer at Deloitte, you will analyze large datasets using Python and SQL. You'll build dashboards in Tableau and work closely with cross-functional teams. Must be comfortable with Excel, LLM / GenAI, and have experience in Prompt Engineering. A background in Azure or similar analytical tools is beneficial.",Python|SQL|Tableau|Excel|LLM / GenAI|Azure|dbt|Agile / Scrum|Salesforce CRM|ETL / Data Pipeline|Communication,11
JOB02427,Machine Learning Engineer,Deloitte,consulting,"Santa Clara, CA",Remote,2026-02-17,$117K,117,"Join Deloitte's data team as a Machine Learning Engineer. You will use SQL, Tableau, and Power BI to extract insights from complex datasets. This role requires strong Prompt Engineering skills and familiarity with AWS. Bonus: experience with Snowflake and LLM / GenAI.",SQL|Tableau|Power BI|Prompt Engineering|AWS|Google Cloud|Business Analysis|Communication,8
JOB02462,AI/ML Analyst,Deloitte,consulting,"Oakland, CA",Remote,2026-02-17,$98K,98,"Join Deloitte's data team as a AI/ML Analyst. You will use Python, SQL, and Tableau to extract insights from complex datasets. This role requires strong Power BI skills and familiarity with Excel. Bonus: experience with LLM / GenAI and RAG / Vector DBs.",Python|SQL|Tableau|Power BI|Excel|Machine Learning|Spark / PySpark|Agile / Scrum|Business Analysis|Communication,10
JOB03079,AI/ML Analyst,Oracle,tech,Remote (Bay Area),Hybrid,2026-02-17,$116K,116,"We are seeking a AI/ML Analyst to join our Operations team in Remote (Bay Area). The ideal candidate will leverage SQL and Tableau to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with AWS is a strong plus. Knowledge of Agile / Scrum and modern Agile / Scrum tools preferred. Familiarity with Business Analysis and ability to communicate complex data clearly is essential.",SQL|Tableau|Power BI|AWS|Agile / Scrum|Salesforce CRM|Business Analysis|Communication,8
JOB02886,Business Analyst,PwC,consulting,"Palo Alto, CA",Hybrid,2026-02-18,$64K,64,"Join PwC's data team as a Business Analyst. You will use SQL, Tableau, and Excel to extract insights from complex datasets. This role requires strong AWS skills and familiarity with Google Cloud. Bonus: experience with Machine Learning and AWS.",SQL|Tableau|Excel|AWS|Google Cloud|Business Analysis|Data Visualization|ETL / Data Pipeline,8
